iata;icao;name;runways;longest;elevation;country;region;city;lat;lon
AAQ;URKA;Anapa Airport;1;8202;174;RU;RU-KDA;Anapa;45.0021018981934;37.3473014831543
GDZ;URKG;Gelendzhik Airport;1;10171;98;RU;RU-KDA;Gelendzhik;44.5820926295;38.0124807358
MCX;URML;Uytash Airport;2;8688;12;RU;RU-DA;Makhachkala;42.8167991638184;47.6523017883301
OGZ;URMO;Beslan Airport;1;9843;1673;RU;RU-SE;Beslan;43.2051010132;44.6066017151
STW;URMT;Stavropol Shpakovskoye Airport;1;8631;1486;RU;RU-STA;Stavropol;45.1091995239258;42.1128005981445
TGK;URRT;Taganrog Yuzhny Airport;1;9052;118;RU;RU-ROS;Taganrog;47.2000007629;38.8499984741
AER;URSS;Sochi International Airport;2;9482;89;RU;RU-KDA;Sochi;43.4499015808105;39.956600189209
ASF;URWA;Astrakhan Airport;2;8202;-65;RU;RU-AST;Astrakhan;46.2832984924;48.0063018799
ESL;URWI;Elista Airport;2;7555;501;RU;RU-KL;Elista;46.3739013671875;44.3308982849121
MQF;USCM;Magnitogorsk International Airport;1;10663;1430;RU;RU-BA;Magnitogorsk;53.3931007385254;58.7556991577148
SLY;USDD;Salekhard Airport;1;8917;218;RU;RU-YAN;Salekhard;66.5907974243164;66.6110000610352
HMA;USHH;Khanty Mansiysk Airport;1;9180;76;RU;RU-KHM;Khanty-Mansiysk;61.0284996032715;69.0860977172852
NYA;USHN;Nyagan Airport;1;8301;361;RU;RU-KHM;Nyagan;62.1100006103516;65.6149978637695
OVS;USHS;Sovetskiy Airport;1;8209;351;RU;RU-KHM;Sovetskiy;61.3266220092773;63.6019134521484
URJ;USHU;Uray Airport;1;7456;190;RU;RU-KHM;Uray;60.1032981872559;64.8266983032227
EYK;USHQ;Beloyarskiy Airport;1;7028;82;RU;RU-KHM;Beloyarskiy;63.6869010925;66.698600769
IJK;USII;Izhevsk Airport;1;8202;531;RU;RU-UD;Izhevsk;56.8280982971191;53.4575004577637
KVX;USKK;Pobedilovo Airport;1;7228;479;RU;RU-KIR;Kirov;58.5032997131348;49.3483009338379
NYM;USMM;Nadym Airport;1;8711;49;RU;RU-YAN;Nadym;65.4809036254883;72.6988983154297
NUX;USMU;Novy Urengoy Airport;1;8366;210;RU;RU-YAN;Novy Urengoy;66.0693969726562;76.5203018188477
NJC;USNN;Nizhnevartovsk Airport;1;10499;177;RU;RU-KHM;Nizhnevartovsk;60.9492988586426;76.4835968017578
KGP;USRK;Kogalym International Airport;1;8225;220;RU;RU-KHM;Kogalym;62.1903991699219;74.5337982177734
NOJ;USRO;Noyabrsk Airport;1;8222;446;RU;RU-YAN;Noyabrsk;63.1833000183105;75.2699966430664
SGC;USRR;Surgut Airport;1;9154;200;RU;RU-KHM;Surgut;61.3437004089355;73.4018020629883
TJM;USTR;Roshchino International Airport;2;9852;378;RU;RU-TYU;Tyumen;57.1896018982;65.3243026733
KRO;USUU;Kurgan Airport;1;8533;240;RU;RU-KGN;Kurgan;55.4752998352051;65.4156036376953
TJU;UTDK;Kulob Airport;1;9843;2293;TJ;TJ-KT;Kulyab;37.9880981445312;69.8050003051758
LBD;UTDL;Khudzhand Airport;1;10450;1450;TJ;TJ-SU;Khudzhand;40.2154006958008;69.6947021484375
KQT;UTDT;Qurghonteppa International Airport;1;7497;1473;TJ;TJ-KT;Kurgan-Tyube;37.8664016723633;68.8647003173828
AZN;UTFA;Andizhan Airport;1;9770;1515;UZ;UZ-AN;Andizhan;40.7276992798;72.2939987183
FEG;UTFF;Fergana International Airport;1;9383;1980;UZ;UZ-FA;Fergana;40.3587989807;71.7450027466
NMA;UTFN;Namangan Airport;1;10698;1555;UZ;UZ-NG;Namangan;40.9846000671;71.5567016602
NCU;UTNN;Nukus Airport;2;9175;246;UZ;UZ-QR;Nukus;42.4883995056152;59.6232986450195
NVI;UTSA;Navoi Airport;1;9186;11420;UZ;UZ-NW;Navoi;40.1171989440918;65.1707992553711
BHK;UTSB;Bukhara Airport;1;9843;751;UZ;UZ-BU;Bukhara;39.7750015258789;64.4832992553711
KSQ;UTSK;Karshi Khanabad Airport;1;8195;1365;UZ;UZ-QA;Khanabad;38.8335990906;65.9215011597
SKD;UTSS;Samarkand Airport;1;10170;2224;UZ;UZ-SA;Samarkand;39.7005004882812;66.9838027954102
TMJ;UTST;Termez Airport;1;9843;1027;UZ;UZ-SU;Termez;37.2867012023926;67.3099975585938
IAR;UUDL;Tunoshna Airport;1;9870;287;RU;RU-YAR;Yaroslavl;57.5606994628906;40.157398223877
EGO;UUOB;Belgorod International Airport;2;7930;735;RU;RU-BEL;Belgorod;50.643798828125;36.5900993347168
URS;UUOK;Kursk East Airport;1;8202;686;RU;RU-KRS;Kursk;51.7505989074707;36.2956008911133
TBW;UUOT;Donskoye Airport;1;6890;413;RU;RU-TAM;Tambov;52.8060989379883;41.4827995300293
UCT;UUYH;Ukhta Airport;1;8714;482;RU;RU-KO;Ukhta;63.5668983459473;53.8046989440918
VKT;UUYW;Vorkuta Airport;1;7218;604;RU;RU-KO;Vorkuta;67.4886016845703;63.9930992126465
SCW;UUYY;Syktyvkar Airport;1;8203;342;RU;RU-KO;Syktyvkar;61.6469993591309;50.845100402832
UUA;UWKB;Bugulma Airport;1;6561;991;RU;RU-TA;Bugulma;54.6399993896484;52.801700592041
KZN;UWKD;Kazan International Airport;2;12218;411;RU;RU-TA;Kazan;55.606201171875;49.2787017822266
NBC;UWKE;Begishevo Airport;2;8222;643;RU;RU-TA;Nizhnekamsk;55.5647010803223;52.0924987792969
CSY;UWKS;Cheboksary Airport;2;8241;558;RU;RU-CU;Cheboksary;56.0903015136719;47.3473014831543
ULV;UWLL;Ulyanovsk Baratayevka Airport;1;12559;463;RU;RU-ULY;Ulyanovsk;54.2682991028;48.2266998291
REN;UWOO;Orenburg Central Airport;1;8212;387;RU;RU-ORE;Orenburg;51.7957992553711;55.4566993713379
OSW;UWOR;Orsk Airport;4;9550;909;RU;RU-ORE;Orsk;51.0724983215332;58.5956001281738
PEZ;UWPP;Penza Airport;1;9186;604;RU;RU-PNZ;Penza;53.1105995178223;45.0210990905762
SKX;UWPS;Saransk Airport;1;9190;676;RU;RU-MO;Saransk;54.125129699707;45.2122573852539
YIN;ZWYN;Yining Airport;1;7874;2185;CN;CN-65;Yining;43.9557991027832;81.3302993774414
IXG;VOBM;Belgaum Airport;1;4786;2487;IN;IN-KA;Belgaum;15.8592996597;74.6183013916
KCT;VCCK;Koggala Airport;1;3142;10;LK;LK-3;Galle;5.99368000030518;80.3202972412109
GIU;VCCS;Sigiriya Air Force Base;1;5925;630;LK;LK-2;Sigiriya;7.95666980743;80.7285003662
HRI;VCRI;Mattala Rajapaksa International Airport;1;11483;157;LK;LK-3;Mattala;6.284467;81.124128
KOS;VDSV;Sihanoukville International Airport;1;4251;33;KH;KH-18;Sihanukville;10.57970047;103.637001038
IXA;VEAT;Agartala Airport;2;7500;46;IN;IN-TR;Agartala;23.8869991302;91.2404022217
SHL;VEBI;Shillong Airport;1;6000;2910;IN;IN-ML;Shillong;25.7035999298096;91.9786987304688
IMF;VEIM;Imphal Airport;1;9009;2540;IN;IN-MN;Imphal;24.7600002289;93.896697998
IXS;VEKU;Silchar Airport;1;5993;352;IN;IN-AS;Silchar;24.9129009247;92.9786987305
AJL;VELP;Lengpui Airport;1;8202;1398;IN;IN-MZ;Aizawl;23.8405990601;92.6196975708
DMU;VEMR;Dimapur Airport;1;7513;487;IN;IN-NL;Dimapur;25.8838996887;93.7711029053
BZL;VGBR;Barisal Airport;1;5995;23;BD;BD-1;Barisal;22.8010005950928;90.3012008666992
CXB;VGCB;Cox's Bazar Airport;1;6790;12;BD;BD-2;Cox's Bazar;21.4521999359131;91.9638977050781
JSR;VGJR;Jessore Airport;1;8000;20;BD;BD-4;Jashahor;23.1837997436523;89.1607971191406
SPD;VGSD;Saidpur Airport;1;6000;125;BD;BD-5;Saidpur;25.7591991424561;88.9088973999023
HOE;VLHS;Ban Huoeisay Airport;1;4922;1380;LA;LA-BK;Huay Xai;20.2572994232;100.43699646
LPQ;VLLB;Luang Phabang International Airport;1;7218;955;LA;LA-LP;Luang Phabang;19.8973007202148;102.161003112793
LXG;VLLN;Luang Namtha Airport;1;4429;1968;LA;LA-LM;Luang Namtha;20.9669990539551;101.400001525879
ODY;VLOS;Oudomsay Airport;1;3937;1804;LA;LA-OU;Oudomsay;20.6826992034912;101.994003295898
PKZ;VLPS;Pakse International Airport;1;5332;351;LA;LA-CH;Pakse;15.1321001052856;105.78099822998
ZVK;VLSK;Savannakhet Airport;1;5358;509;LA;LA-SV;Savannakhet;16.5566005706787;104.76000213623
XKH;VLXK;Xieng Khouang Airport;1;8555;3445;LA;LA-XI;Xieng Khouang;19.4500007629395;103.157997131348
VDH;VVDH;Dong Hoi Airport;1;7874;59;VN;VN-24;Dong Hoi;17.515;106.590556
BHR;VNBP;Bharatpur Airport;1;3799;600;NP;NP-NA;Bharatpur;27.6781005859375;84.4293975830078
BWA;VNBW;Bhairahawa Airport;1;5000;358;NP;NP-LU;Bhairawa;27.5056991577148;83.4162979125977
BDP;VNCG;Bhadrapur Airport;1;3965;300;NP;NP-ME;Bhadrapur;26.5708007812;88.0795974731
DHI;VNDH;Dhangarhi Airport;1;5000;690;NP;NP-BH;Dhangarhi;28.7532997131348;80.581901550293
JKR;VNJP;Janakpur Airport;1;3300;256;NP;NP-JA;Janakpur;26.7087993622;85.9224014282
KEP;VNNG;Nepalgunj Airport;1;4935;540;NP;NP-BH;Nepalgunj;28.1035995483398;81.6669998168945
PKR;VNPK;Pokhara Airport;1;4720;2712;NP;NP-GA;Pokhara;28.2008991241455;83.9821014404297
TMI;VNTR;Tumling Tar Airport;1;4000;1700;NP;NP-KO;Tumling Tar;27.3150005340576;87.1932983398438
BIR;VNVT;Biratnagar Airport;1;4937;236;NP;NP-KO;Biratnagar;26.4815006256104;87.2639999389648
AGX;VOAT;Agatti Airport;1;4235;14;IN;IN-LD;Agatti Island;10.8236999511719;72.1760025024414
VGA;VOBZ;Vijayawada Airport;1;7900;82;IN;IN-AP;Vijayawada;16.5303993225098;80.7967987060547
IXM;VOMD;Madurai Airport;2;5990;459;IN;IN-TN;Madurai;9.83450984955;78.0933990479
MYQ;VOMY;Mysore Airport;1;4421;2349;IN;IN-KA;Mysore;12.3072004318237;76.6496963500977
IXZ;VOPB;Vir Savarkar International Airport;1;10795;14;IN;IN-AN;Port Blair;11.6412000656128;92.7296981811523
RJA;VORY;Rajahmundry Airport;1;5710;151;IN;IN-AP;Rajahmundry;17.1103992462;81.8181991577
TIR;VOTP;Tirupati Airport;1;7500;350;IN;IN-AP;Tirupati;13.6324996948;79.543296814
PBH;VQPR;Paro Airport;1;6445;7332;BT;BT-11;Paro;27.4032001495;89.4245986938
FVM;VRMR;Fuvahmulah Airport;1;3609;6;MV;MV-29;Fuvahmulah Island;-0.309722222222;73.435
GAN;VRMG;Gan International Airport;1;8694;6;MV;MV-01;Gan;-0.693341970443726;73.1556015014648
HAQ;VRMH;Hanimaadhoo Airport;1;4003;4;MV;MV-23;Haa Dhaalu Atoll;6.74422979354858;73.1705017089844
KDO;VRMK;Kadhdhoo Airport;1;4003;4;MV;MV-05;Kadhdhoo;1.85916996002197;73.5218963623047
GKK;VRMO;Kooddoo Airport;1;3901;29;MV;MV-27;Huvadhu Atoll;0.7324;73.4336
KDM;VRMT;Kaadedhdhoo Airport;1;4003;2;MV;MV-28;Huvadhu Atoll;0.488130986690521;72.9969024658203
TDX;VTBO;Trat Airport;1;4950;105;TH;TH-23;Trat;12.274600029;102.319000244
UTP;VTBU;U-Tapao International Airport;1;11500;42;TH;TH-21;Rayong;12.6799001693726;101.004997253418
HGN;VTCH;Mae Hong Son Airport;1;6562;929;TH;TH-58;Mae Hong Son;19.3013000488281;97.9757995605469
PYY;VTCI;Pai Airport;1;3018;1271;TH;TH-58;Pai;19.3719997406;98.43699646
LPT;VTCL;Lampang Airport;1;6465;811;TH;TH-52;Lampang;18.2709007263184;99.5042037963867
NNT;VTCN;Nan Airport;1;6562;685;TH;TH-55;Nan;18.8078994750977;100.782997131348
PRH;VTCP;Phrae Airport;1;4921;538;TH;TH-54;Phrae;18.1322002410889;100.165000915527
CEI;VTCT;Chiang Rai International Airport;1;9843;1280;TH;TH-57;Chiang Rai;19.952299118;99.8828964233
MAQ;VTPM;Mae Sot Airport;1;4921;690;TH;TH-63;Mae Sot;16.6998996734619;98.5450973510742
THS;VTPO;Sukhothai Airport;1;6890;179;TH;TH-64;Sukhothai;17.238000869751;99.8181991577148
PHS;VTPP;Phitsanulok Airport;1;9843;154;TH;TH-65;Phitsanulok;16.7828998565674;100.278999328613
URT;VTSB;Surat Thani Airport;1;9843;20;TH;TH-84;Surat Thani;9.13259983063;99.135597229
NAW;VTSC;Narathiwat Airport;1;6562;16;TH;TH-96;Narathiwat;6.51991987228394;101.74299621582
CJM;VTSE;Chumphon Airport;1;6890;18;TH;TH-86;Chumphon;10.711199760437;99.361701965332
NST;VTSF;Nakhon Si Thammarat Airport;1;6890;13;TH;TH-80;Nakhon Si Thammarat;8.5396203994751;99.9447021484375
URC;ZWWW;Ürümqi Diwopu International Airport;1;11811;2125;CN;CN-65;Ürümqi;43.9071006774902;87.4741973876953
UNN;VTSR;Ranong Airport;1;6562;57;TH;TH-85;Ranong;9.77762031555176;98.5855026245117
TST;VTST;Trang Airport;1;6890;67;TH;TH-92;Trang;7.50873994827271;99.6166000366211
UTH;VTUD;Udon Thani Airport;1;10000;579;TH;TH-41;Udon Thani;17.3864002228;102.788002014
SNO;VTUI;Sakon Nakhon Airport;1;8530;529;TH;TH-47;Sakon Nakhon Airport;17.1951007843018;104.119003295898
KKC;VTUK;Khon Kaen Airport;1;10007;670;TH;TH-40;Khon Kaen;16.4666004181;102.783996582
LOE;VTUL;Loei Airport;1;6890;860;TH;TH-42;Loei;17.4391002655029;101.72200012207
BFV;VTUO;Buri Ram Airport;1;6890;590;TH;TH-31;Buri Ram;15.2294998168945;103.252998352051
UBP;VTUU;Ubon Ratchathani Airport;1;9848;406;TH;TH-34;Ubon Ratchathani;15.2512998581;104.870002747
ROI;VTUV;Roi Et Airport;1;6890;451;TH;TH-45;Roi Et;16.1168003082275;103.774002075195
KOP;VTUW;Nakhon Phanom Airport;1;8203;587;TH;TH-48;Nakhon Phanom;17.3838005065918;104.642997741699
BMV;VVBM;Buon Ma Thuot Airport;1;9843;1729;VN;VN-33;Buon Ma Thuot;12.668299675;108.120002747
VCL;VVCA;Chu Lai International Airport;1;10300;10;VN;VN-29;Dung Quat Bay;15.4033002853;108.706001282
HPH;VVCI;Cat Bi International Airport;1;7880;6;VN;VN-61;Haiphong;20.8194007873535;106.724998474121
CAH;VVCM;Cà Mau Airport;1;4921;6;VN;VN-59;Ca Mau City;9.17766666667;105.177777778
CXR;VVCR;Cam Ranh Airport;1;10000;40;VN;VN-34;Nha Trang;11.9982004165649;109.21900177002
VCS;VVCS;Co Ong Airport;1;6046;20;VN;VN-14;Con Ong;8.73182964325;106.633003235
VCA;VVCT;Can Tho International Airport;1;7886;9;VN;VN-02;Can Tho;10.085100174;105.711997986
DIN;VVDB;Dien Bien Phu Airport;1;6003;1611;VN;VN-01;Dien Bien Phu;21.3974990845;103.008003235
DLI;VVDL;Lien Khuong Airport;1;10663;3156;VN;VN-35;Dalat;11.75;108.366996765137
HUI;VVPB;Phu Bai Airport;1;8775;48;VN;VN-56;Hue;16.4015007019;107.70300293
UIH;VVPC;Phu Cat Airport;1;10010;80;VN;VN-31;Quy Nohn;13.9549999237;109.041999817
PXU;VVPK;Pleiku Airport;1;5960;2434;VN;VN-30;Pleiku;14.0045003890991;108.016998291016
PQC;VVPQ;Phu Quoc Airport;1;6900;23;VN;VN-47;Duong Dong;10.2270002365;103.967002869
VKG;VVRG;Rach Gia Airport;1;4921;7;VN;VN-47;Rach Gia;9.95802997234;105.132379532
TBB;VVTH;Dong Tac Airport;3;9520;20;VN;VN-49;Tuy Hoa;13.0495996475;109.333999634
VII;VVVH;Vinh Airport;1;7875;23;VN;VN-26;Vinh;18.7376003265;105.67099762
NYU;VYBG;Bagan Airport;1;8500;312;MM;MM-04;Nyaung U;21.1788005828857;94.9301986694336
TVY;VYDW;Dawei Airport;1;7005;84;MM;MM-05;Dawei;14.1038999557495;98.2035980224609
NYT;VYEL;Naypyidaw Airport;1;12000;302;MM;MM-04;Pyinmana;19.623500824;96.2009963989
HEH;VYHH;Heho Airport;1;8500;3858;MM;MM-17;Heho;20.7469997406006;96.7919998168945
KYP;VYKP;Kyaukpyu Airport;1;4600;20;MM;MM-16;Kyaukpyu;19.426399230957;93.534797668457
MDL;VYMD;Mandalay International Airport;1;14003;300;MM;MM-04;Mandalay;21.7021999359131;95.977897644043
MYT;VYMK;Myitkyina Airport;1;6100;475;MM;MM-11;Myitkyina;25.3836002349854;97.3518981933594
AKY;VYSW;Sittwe Airport;1;6001;27;MM;MM-16;Sittwe;20.1326999664307;92.8725967407227
SNW;VYTD;Thandwe Airport;1;5502;20;MM;MM-16;Thandwe;18.4606990814209;94.3001022338867
THL;VYTL;Tachileik Airport;1;7002;1280;MM;MM-17;Tachileik;20.4838008880615;99.9354019165039
MJU;WAWJ;Tampa Padang Airport;1;6726;49;ID;ID-SN;Mamuju-Celebes Island;-2.583333;119.033333
BIK;WABB;Frans Kaisiepo Airport;1;11715;46;ID;ID-PA;Biak-Supiori Island;-1.19001996517181;136.108001708984
TIM;WABP;Moses Kilangin Airport;1;7841;103;ID;ID-PA;Timika-Papua Island;-4.52827978134155;136.886993408203
BMU;WADB;Muhammad Salahuddin Airport;1;5405;3;ID;ID-NB;Bima-Sumbawa Island;-8.53964996337891;118.686996459961
TMC;WADT;Tambolaka Airport;1;5905;161;ID;ID-NT;Waikabubak-Sumba Island;-9.4097204208374;119.244003295898
WGP;WADW;Waingapu Airport;1;5415;33;ID;ID-NT;Waingapu-Sumba Island;-9.6692199707;120.302001953
DJJ;WAJJ;Sentani Airport;1;7161;289;ID;ID-PA;Jayapura-Papua Island;-2.57695007324219;140.516006469727
BEJ;WALK;Barau(Kalimaru) Airport;1;4625;59;ID;ID-KI;Tanjung Redep-Borneo Island;2.15549993515;117.431999207
TRK;WALR;Juwata Airport;1;7382;23;ID;ID-U-A;Tarakan Island;3.32666666667;117.569444444
GTO;WAMG;Jalaluddin Airport;1;7407;105;ID;ID-GO;Gorontalo-Celebes Island;0.63711899519;122.849998474
NAH;WAMH;Naha Airport;1;3597;16;ID;ID-SA;Tahuna-Sangihe Island;3.68320989608765;125.52799987793
KAZ;WAMK;Kao Airport;1;2963;27;ID;ID-MU;Kao-Celebes Island;1.1852799654007;127.896003723145
PLW;WAML;Mutiara Airport;1;6781;284;ID;ID-ST;Palu-Celebes Island;-0.91854202747345;119.910003662109
MNA;WAMN;Melangguane Airport;1;8858;3;ID;ID-SA;Karakelong Island;4.00693988800049;126.672996520996
PSJ;WAMP;Kasiguncu Airport;1;3650;174;ID;ID-ST;Poso-Celebes Island;-1.41674995422;120.657997131
TTE;WAMT;Sultan Khairun Babullah Airport;1;5875;49;ID;ID-MU;Sango-Ternate Island;0.831413984298706;127.380996704102
LUW;WAMW;Bubung Airport;1;4258;56;ID;ID-ST;Luwok-Celebes Island;-1.03892004489899;122.772003173828
PKN;WAOI;Iskandar Airport;1;5415;75;ID;ID-KT;Pangkalanbun-Borneo Island;-2.70519995689;111.672996521
KBU;WAOK;Stagen Airport;1;4593;4;ID;ID-KS;Laut Island;-3.2947199344635;116.165000915527
BDJ;WAOO;Syamsudin Noor Airport;1;8202;66;ID;ID-KS;Banjarmasin-Borneo Island;-3.44235992431641;114.763000488281
PKY;WAOP;Tjilik Riwut Airport;1;6890;82;ID;ID-U-A;Palangkaraya-Kalimantan Tengah;-2.22513008118;113.943000793
AMQ;WAPP;Pattimura Airport, Ambon;1;8202;33;ID;ID-ML;Ambon;-3.7102599144;128.089004517
MLG;WARA;Abdul Rachman Saleh Airport;2;6464;1726;ID;ID-JI;Malang-Java Island;-7.92655992508;112.714996338
MKW;WASR;Rendani Airport;1;6576;23;ID;ID-IJ;Manokwari-Papua Island;-0.891833007335663;134.04899597168
SOQ;WASS;Sorong (Jefman) Airport;1;5414;10;ID;ID-IJ;Sorong-Papua Island;-0.926357984542847;131.121002197266
MOF;WATC;Maumere(Wai Oti) Airport;1;5980;115;ID;ID-NT;Maumere-Flores Island;-8.64064979553;122.236999512
LBJ;WATO;Komodo (Mutiara II) Airport;1;4570;66;ID;ID-NT;Labuan Bajo-Flores Island;-8.48666000366211;119.888999938965
KOE;WATT;El Tari Airport;2;8202;335;ID;ID-NT;Kupang-Timor Island;-10.1716003417969;123.670997619629
BUW;WAWB;Betoambari Airport;1;3445;164;ID;ID-SG;Bau Bau-Butung Island;-5.48687982559204;122.569000244141
KDI;WAWW;Wolter Monginsidi Airport;1;6890;538;ID;ID-SG;Kendari-Celebes Island;-4.08161020278931;122.417999267578
WBB;none;Stebbins Airport;1;2999;19;US;US-AK;Stebbins;63.5159988403;-162.277999878
BTU;WBGB;Bintulu Airport;1;9006;74;MY;MY-13;Bintulu;3.12385010719;113.019996643
LGL;WBGF;Long Lellang Airport;1;2559;1400;MY;MY-13;Long Datih;3.42100000381;115.153999329
ODN;WBGI;Long Seridan Airport;1;1798;607;MY;MY-13;Long Seridan;3.96700000762939;115.050003051758
LMN;WBGJ;Limbang Airport;1;4922;14;MY;MY-13;Limbang;4.80830001831055;115.01000213623
MKM;WBGK;Mukah Airport;1;3599;13;MY;MY-13;Mukah;2.90638995170593;112.080001831055
LKH;WBGL;Long Akah Airport;1;2231;289;MY;MY-13;Long Akah;3.29999995231628;114.782997131348
MUR;WBGM;Marudi Airport;1;3274;103;MY;MY-13;Marudi;4.17897987365723;114.329002380371
SBW;WBGS;Sibu Airport;1;9036;122;MY;MY-13;Sibu;2.26160001754761;111.985000610352
TGC;WBGT;Tanjung Manis Airport;1;4912;15;MY;MY-13;Tanjung Manis;2.17783999443054;111.202003479004
LWY;WBGW;Lawas Airport;1;2251;5;MY;MY-13;Lawas;4.84917020797729;115.407997131348
BBN;WBGZ;Bario Airport;1;2198;3350;MY;MY-13;Bario;3.73389005661011;115.478996276855
LDU;WBKD;Lahad Datu Airport;1;4498;45;MY;MY-12;Lahad Datu;5.03224992752075;118.323997497559
LBU;WBKL;Labuan Airport;1;7546;101;MY;MY-15;Labuan;5.30068016052246;115.25
SDK;WBKS;Sandakan Airport;1;7000;46;MY;MY-12;Sandakan;5.90089988708496;118.05899810791
KUD;WBKT;Kudat Airport;1;2395;10;MY;MY-12;Kudat;6.9225001335144;116.835998535156
TWU;WBKW;Tawau Airport;1;8800;57;MY;MY-12;Tawau;4.32015991210938;118.127998352051
MZV;WBMU;Mulu Airport;1;4921;80;MY;MY-13;Mulu;4.04832983016968;114.805000305176
TKG;WICT;Radin Inten II (Branti) Airport;1;6070;282;ID;ID-LA;Bandar Lampung-Sumatra Island;-5.240556;105.175556
BTH;WIDD;Hang Nadim International Airport;1;13270;126;ID;ID-RI;Batam Island;1.12102997303;104.119003296
TNJ;WIDN;Raja Haji Fisabilillah International Airport;1;7380;52;ID;ID-RI;Tanjung Pinang-Bintan Island;0.922683000565;104.531997681
KHG;ZWSH;Kashgar Airport;1;10499;4529;CN;CN-65;Kashgar;39.5429000854;76.0199966431
TJQ;WIOD;Buluh Tumbang (H A S Hanandjoeddin) Airport;1;6065;164;ID;ID-BB;Tanjung Pandan-Belitung Island;-2.74571990967;107.754997253
PNK;WIOO;Supadio Airport;1;7380;10;ID;ID-KB;Pontianak-Borneo Island;-0.150710999965668;109.403999328613
DJB;WIPA;Sultan Thaha Airport;1;6562;82;ID;ID-JA;Jambi-Sumatra Island;-1.63802003860474;103.643997192383
PGK;WIPK;Pangkal Pinang (Depati Amir) Airport;1;6550;109;ID;ID-BB;Pangkal Pinang-Palaubangka Island;-2.16219997406;106.138999939
BKS;WIPL;Padang Kemiling (Fatmawati Soekarno) Airport;1;7345;50;ID;ID-BE;Bengkulu-Sumatra Island;-3.8636999130249;102.338996887207
PDG;WIPT;Minangkabau Airport;1;9020;18;ID;ID-SB;Ketaping/Padang-Sumatra Island;-0.786916971206665;100.28099822998
BTJ;WITT;Sultan Iskandar Muda International Airport;1;9843;65;ID;ID-AC;Banda Aceh;5.52287202401;95.4206371307
AOR;WMKA;Sultan Abdul Halim Airport;1;9005;15;MY;MY-02;Alor Satar;6.18967008590698;100.398002624512
KTE;WMKE;Kerteh Airport;1;4446;18;MY;MY-11;Kerteh;4.5372200012207;103.427001953125
JHB;WMKJ;Senai International Airport;1;12467;135;MY;MY-01;Senai;1.64130997657776;103.669998168945
AUU;YAUR;Aurukun Airport;1;4140;31;AU;AU-QLD;Aurukun Mission;-13.3538999557;141.720993042
ABM;YBAM;Bamaga Injinoo Airport;1;5462;34;AU;AU-QLD;Bamaga;-10.9507999420166;142.458999633789
BQL;YBOU;Boulia Airport;1;4180;542;AU;AU-QLD;Boulia;-22.9132995605469;139.899993896484
WEI;YBWP;Weipa Airport;1;5397;63;AU;AU-QLD;Weipa;-12.6786003113;141.925003052
CPD;YCBP;Coober Pedy Airport;2;4685;740;AU;AU-SA;Coober Pedy;-29.0400009155273;134.720993041992
CED;YCDU;Ceduna Airport;2;5709;77;AU;AU-SA;Ceduna;-32.1305999755859;133.710006713867
CUQ;YCOE;Coen Airport;1;4107;532;AU;AU-QLD;Coen;-13.7608003616333;143.113998413086
DMD;YDMG;Doomadgee Airport;1;5433;153;AU;AU-QLD;Doomadgee;-17.940299987793;138.822006225586
FLS;YFLI;Flinders Island Airport;2;5643;10;AU;AU-TAS;Flinders Island;-40.0917015076;147.992996216
GFN;YGFN;Grafton Airport;1;5607;110;AU;AU-NSW;Grafton;-29.7593994140625;153.029998779297
GTE;YGTE;Groote Eylandt Airport;1;6237;53;AU;AU-NT;Groote Eylandt;-13.9750003815;136.460006714
HID;YHID;Horn Island Airport;2;4557;43;AU;AU-QLD;Horn Island;-10.586400032;142.289993286
JCK;YJLC;Julia Creek Airport;1;4600;404;AU;AU-QLD;Julia Creek;-20.6683006286621;141.723007202148
KWM;YKOW;Kowanyama Airport;1;4528;35;AU;AU-QLD;Kowanyama;-15.4856004714966;141.751007080078
KGC;YKSC;Kingscote Airport;3;4600;24;AU;AU-SA;Kingscote;-35.7139015197754;137.52099609375
IRG;YLHR;Lockhart River Airport;1;4919;77;AU;AU-QLD;Lockhart River;-12.7868995666504;143.304992675781
MNG;YMGD;Maningrida Airport;1;5020;123;AU;AU-NT;Maningrida;-12.0560998917;134.23399353
MCV;YMHU;McArthur River Mine Airport;1;4931;131;AU;AU-NT;McArthur River Mine;-16.4424991608;136.083999634
NTN;YNTN;Normanton Airport;1;5499;73;AU;AU-QLD;Normanton;-17.6835994720459;141.070007324219
OLP;YOLD;Olympic Dam Airport;1;5220;343;AU;AU-SA;Olympic Dam;-30.4850006104;136.876998901
PUG;YPAG;Port Augusta Airport;1;5413;56;AU;AU-SA;Port Augusta;-32.5069007873535;137.716995239258
CCK;YPCC;Cocos (Keeling) Islands Airport;1;7999;10;CC;CC-U-A;Cocos (Keeling) Islands;-12.1883001328;96.8339004517
GOV;YPGV;Gove Airport;1;7244;192;AU;AU-NT;Nhulunbuy;-12.2693996429;136.817993164
PLO;YPLC;Port Lincoln Airport;3;4918;36;AU;AU-SA;Port Lincoln;-34.6053009033;135.880004883
EDR;YPMP;Pormpuraaw Airport;1;4462;10;AU;AU-QLD;Edward River;-14.8966999053955;141.608993530273
ULP;YQLP;Quilpie Airport;2;4898;655;AU;AU-QLD;Quilpie;-26.6121997833252;144.253005981445
